longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_household,population_per_household,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,3.1972318339100347,1.0,2.1072664359861593,False,False,True,False
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,3.75,1.0,3.267857142857143,False,False,True,False
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,3.9080459770114944,1.1149425287356323,2.2988505747126435,False,False,True,False
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,2.490322580645161,1.0580645161290323,2.232258064516129,False,False,True,False
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,5.609467455621302,1.0887573964497042,2.7633136094674557,False,False,True,False
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,6.721739130434782,1.2434782608695651,3.2782608695652176,False,False,True,False
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,2.3157894736842106,1.186842105263158,1.5315789473684212,False,False,True,False
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,2.6515151515151514,1.0545454545454545,1.6545454545454545,False,False,True,False
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,2.6923076923076925,1.0769230769230769,3.2051282051282053,False,False,True,False
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,2.929411764705882,0.9176470588235294,4.658823529411765,False,False,True,False
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,2.74585635359116,1.0828729281767955,2.2099447513812156,False,False,True,False
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,2.4431818181818183,0.9886363636363636,10.272727272727273,False,False,True,False
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,2.823529411764706,0.9117647058823529,5.617647058823529,False,False,True,False
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,3.493377483443709,1.1490066225165563,2.377483443708609,False,False,True,False
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,3.6723768736616704,1.3340471092077089,2.841541755888651,False,False,True,False
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,3.681318681318681,1.1758241758241759,2.21978021978022,False,False,True,False
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,3.745614035087719,1.0614035087719298,1.706140350877193,False,False,True,False
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,3.5154975530179446,1.1435562805872757,1.4600326264274062,False,False,True,False
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,6.184426229508197,0.9221311475409836,2.762295081967213,False,False,True,False
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,4.442982456140351,1.0570175438596492,1.5548245614035088,False,False,True,False
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,4.165876777251185,1.0900473933649288,1.6255924170616114,False,False,True,False
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,4.848189415041783,1.0459610027855153,2.011142061281337,False,False,True,False
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,4.160847880299252,1.0660847880299251,1.8952618453865338,False,False,True,False
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,5.628458498023716,1.1422924901185771,2.1739130434782608,False,False,True,False
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,4.578034682080925,1.0770712909441233,1.8092485549132948,False,False,True,False
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,3.822274881516588,1.014218009478673,1.599526066350711,False,False,True,False
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,4.3951890034364265,0.9862542955326461,1.8350515463917525,False,False,True,False
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,6.742627345844504,1.0697050938337802,2.6005361930294906,False,False,True,False
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,6.546391752577319,0.9360824742268041,2.263917525773196,False,False,True,False
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,6.851063829787234,1.0797872340425532,2.1117021276595747,False,False,True,False
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,7.1063829787234045,1.148936170212766,2.0851063829787235,False,False,True,False
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,6.947890818858561,1.0198511166253101,2.632754342431762,False,False,True,False
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,6.358558558558559,1.0342342342342343,2.120720720720721,False,False,True,False
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,7.11716621253406,0.9945504087193461,2.455040871934605,False,False,True,False
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,6.127348643006263,0.9874739039665971,2.152400835073069,False,False,True,False
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,5.735343383584589,1.0,2.274706867671692,False,False,True,False
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,7.631498470948012,1.0305810397553516,2.470948012232416,False,False,True,False
-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,311500.0,6.446064139941691,1.0087463556851313,2.4606413994169096,False,False,True,False
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,6.125,0.9879032258064516,2.2983870967741935,False,False,True,False
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,6.467268623024831,1.0383747178329572,2.419864559819413,False,False,True,False
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,6.6122715404699735,1.0287206266318538,2.1240208877284594,False,False,True,False
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,6.657992565055762,1.0074349442379182,2.45724907063197,False,False,True,False
-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,6.982954545454546,1.0284090909090908,2.3863636363636362,False,False,True,False
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,7.54,1.068,2.53,False,False,True,False
-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,483300.0,5.615384615384615,0.7307692307692307,2.423076923076923,False,False,True,False
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,6.785714285714286,0.9514285714285714,2.322857142857143,False,False,True,False
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,6.957746478873239,1.0234741784037558,2.504694835680751,False,False,True,False
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,5.132246376811594,1.0960144927536233,2.282608695652174,False,False,True,False
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,4.628336755646817,1.0985626283367556,1.9527720739219712,False,False,True,False
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,6.200892857142857,0.9464285714285714,2.2767857142857144,False,False,True,False
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,6.39935064935065,1.0876623376623376,2.4837662337662336,False,False,True,False
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,4.745652173913044,1.0108695652173914,2.4543478260869565,False,False,True,False
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,5.183673469387755,1.0521541950113378,2.433106575963719,False,False,True,False
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,5.283495145631068,1.050485436893204,2.3009708737864076,False,False,True,False
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,5.952941176470588,0.9970588235294118,2.223529411764706,False,False,True,False
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,5.65067178502879,1.0287907869481765,1.9846449136276392,False,False,True,False
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,4.429193899782135,1.0588235294117647,1.7145969498910676,False,False,True,False
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,6.727699530516432,1.0751173708920188,2.8732394366197185,False,False,True,False
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,352400.0,7.599388379204893,0.9571865443425076,2.914373088685015,False,False,True,False
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,287300.0,5.8203125,0.9296875,2.4765625,False,False,True,False
-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,348700.0,7.994318181818182,1.0369318181818181,2.4943181818181817,False,False,True,False
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0,4.333333333333333,1.1387163561076605,1.9006211180124224,False,False,True,False
-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,211500.0,5.074285714285714,0.96,2.057142857142857,False,False,True,False
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,4.276639344262295,1.0450819672131149,2.4528688524590163,False,False,True,False
-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,269900.0,4.851351351351352,0.9691119691119691,2.023166023166023,False,False,True,False
-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,218800.0,4.326639892904953,1.1178045515394912,1.8380187416331994,False,False,True,False
-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,250000.0,3.2742382271468142,1.0969529085872576,1.8822714681440442,False,False,True,False
-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,171400.0,3.5617433414043584,1.1355932203389831,2.5714285714285716,False,False,True,False
-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,193800.0,3.1927554980595083,1.1177231565329884,1.7270375161707632,False,False,True,False
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0,3.804195804195804,1.1468531468531469,2.7296037296037294,False,False,True,False
-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,97500.0,3.882608695652174,1.1434782608695653,3.2065217391304346,False,False,True,False
-122.25,37.79,50.0,629.0,188.0,742.0,196.0,2.6458,125000.0,3.2091836734693877,0.9591836734693877,3.7857142857142856,False,False,True,False
-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,138800.0,3.6887052341597797,1.0771349862258952,2.9917355371900825,False,False,True,False
-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,116700.0,3.0902394106813995,1.1160220994475138,3.029465930018416,False,False,True,False
-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,151800.0,3.639751552795031,1.0046583850931676,2.6552795031055902,False,False,True,False
-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,127000.0,4.368421052631579,1.0,3.206140350877193,False,False,True,False
-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,128600.0,4.585014409221902,1.07492795389049,3.2219020172910664,False,False,True,False
-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,140600.0,4.7343283582089555,1.1880597014925374,3.002985074626866,False,False,True,False
-122.24,37.8,47.0,2046.0,588.0,1213.0,554.0,2.6292,182700.0,3.693140794223827,1.0613718411552346,2.1895306859205776,False,False,True,False
-122.23,37.8,52.0,1192.0,289.0,772.0,257.0,2.3833,146900.0,4.638132295719845,1.1245136186770428,3.0038910505836576,False,False,True,False
-122.24,37.8,52.0,1803.0,420.0,1321.0,401.0,2.957,122800.0,4.496259351620948,1.0473815461346634,3.29426433915212,False,False,True,False
-122.24,37.8,49.0,2838.0,749.0,1487.0,677.0,2.5238,169300.0,4.192023633677991,1.106351550960118,2.1964549483013296,False,False,True,False
-122.23,37.8,52.0,783.0,184.0,488.0,186.0,1.9375,126600.0,4.209677419354839,0.989247311827957,2.6236559139784945,False,False,True,False
-122.23,37.8,51.0,1590.0,414.0,949.0,392.0,1.9028,127900.0,4.0561224489795915,1.0561224489795917,2.420918367346939,False,False,True,False
-122.23,37.8,50.0,1746.0,480.0,1149.0,415.0,2.25,123500.0,4.20722891566265,1.1566265060240963,2.7686746987951807,False,False,True,False
-122.23,37.8,52.0,1252.0,299.0,844.0,280.0,2.3929,111900.0,4.4714285714285715,1.0678571428571428,3.0142857142857142,False,False,True,False
-122.23,37.79,52.0,1783.0,395.0,1659.0,412.0,2.9357,107900.0,4.327669902912621,0.9587378640776699,4.026699029126213,False,False,True,False
-122.23,37.79,30.0,999.0,264.0,1011.0,263.0,1.8854,137500.0,3.7984790874524714,1.0038022813688212,3.844106463878327,False,False,True,False
-122.24,37.79,39.0,1469.0,431.0,1464.0,389.0,2.1638,105500.0,3.776349614395887,1.1079691516709511,3.763496143958869,False,False,True,False
-122.24,37.79,47.0,1372.0,395.0,1237.0,303.0,2.125,95500.0,4.528052805280528,1.3036303630363035,4.082508250825082,False,False,True,False
-122.24,37.79,52.0,674.0,180.0,647.0,168.0,3.375,116100.0,4.011904761904762,1.0714285714285714,3.8511904761904763,False,False,True,False
-122.24,37.79,43.0,1626.0,376.0,1284.0,357.0,2.2542,112200.0,4.554621848739496,1.0532212885154062,3.596638655462185,False,False,True,False
-122.25,37.79,51.0,175.0,43.0,228.0,55.0,2.1,75000.0,3.1818181818181817,0.7818181818181819,4.1454545454545455,False,False,True,False
-122.25,37.79,39.0,461.0,129.0,381.0,123.0,1.6,112500.0,3.747967479674797,1.048780487804878,3.097560975609756,False,False,True,False
-122.25,37.79,52.0,902.0,237.0,846.0,227.0,3.625,125000.0,3.973568281938326,1.0440528634361232,3.7268722466960353,False,False,True,False
-122.26,37.8,20.0,2373.0,779.0,1659.0,676.0,1.6929,115000.0,3.510355029585799,1.1523668639053255,2.4541420118343193,False,False,True,False
-122.22,37.77,52.0,391.0,128.0,520.0,138.0,1.6471,95000.0,2.8333333333333335,0.927536231884058,3.7681159420289854,False,False,True,False
-122.22,37.77,52.0,1137.0,301.0,866.0,259.0,2.59,96400.0,4.38996138996139,1.162162162162162,3.3436293436293436,False,False,True,False
-122.23,37.77,52.0,769.0,206.0,612.0,183.0,2.57,72000.0,4.202185792349726,1.1256830601092895,3.3442622950819674,False,False,True,False
-122.23,37.78,52.0,472.0,146.0,415.0,126.0,2.6429,71300.0,3.746031746031746,1.1587301587301588,3.2936507936507935,False,False,True,False
-122.23,37.78,52.0,862.0,215.0,994.0,213.0,3.0257,80800.0,4.046948356807512,1.0093896713615023,4.666666666666667,False,False,True,False
-122.22,37.78,50.0,1920.0,530.0,1525.0,477.0,1.4886,128800.0,4.0251572327044025,1.1111111111111112,3.19706498951782,False,False,True,False
-122.23,37.78,43.0,1420.0,472.0,1506.0,438.0,1.9338,112500.0,3.2420091324200913,1.0776255707762556,3.4383561643835616,False,False,True,False
-122.23,37.78,52.0,986.0,258.0,1008.0,255.0,1.4844,119400.0,3.8666666666666667,1.011764705882353,3.9529411764705884,False,False,True,False
-122.23,37.79,48.0,1696.0,396.0,1481.0,343.0,2.0375,122500.0,4.944606413994169,1.154518950437318,4.317784256559767,False,False,True,False
-122.23,37.79,49.0,1175.0,217.0,859.0,219.0,2.293,106300.0,5.365296803652968,0.9908675799086758,3.922374429223744,False,False,True,False
-122.22,37.79,37.0,2343.0,574.0,1608.0,523.0,2.1494,132500.0,4.479923518164436,1.0975143403441683,3.074569789674952,False,False,True,False
-122.23,37.79,30.0,610.0,145.0,425.0,140.0,1.6198,122700.0,4.357142857142857,1.0357142857142858,3.0357142857142856,False,False,True,False
-122.23,37.79,40.0,930.0,199.0,564.0,184.0,1.3281,113300.0,5.054347826086956,1.0815217391304348,3.0652173913043477,False,False,True,False
-122.22,37.79,44.0,1487.0,314.0,961.0,272.0,3.5156,109500.0,5.466911764705882,1.1544117647058822,3.5330882352941178,False,False,True,False
